username,acctdesc,location,following,totaltweets,usercreatedts,tweetcreatedts,retweetcount,followers,text,hashtags
himawariloverss,i keep stand for myself,"Grobogan, Jateng, Indonesia",537,41526,2/5/2012 10:47,12/19/2020 8:39,2,"Belum Ada Vaksin Covid-19 Yang Lulus Uji Klinis Fase 3, Tapi Bisa Digunakan Jika... https://t.co/HNekJ55I0e #VaksinUntukKita",[],432
ImangJoey,Love ❤️Sometimes it takes the worst pain to bring about the best change.,"Sarawak, Malaysia",396,6399,7/14/2019 12:02,12/19/2020 8:35,3,"@JPenerangan RT @JPenerangan: COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan
#sodiakroks  https://t.co/Tpd4nF29nq",[],98
Yurner0477,With Practice Comes Strength !,,5,60,12/13/2009 5:30,12/19/2020 8:34,0,"Presiden Jokowi telah menetapkan vaksin gratis untuk seluruh rakyat.

Presiden siap menjadi orang pertama yang divaksin, untuk membuktikan vaksin aman .

#vaksinuntukkita #vaksingratisuntukrakyat #jokowi #vaksingratis #vaksinaman #vaksindatangtetapjaga3m https://t.co/y2qGH64hNu https://t.co/vxRlHd03WM","[{'text': 'vaksinuntukkita', 'indices': [154, 170]}, {'text': 'vaksingratisuntukrakyat', 'indices': [171, 195]}, {'text': 'jokowi', 'indices': [196, 203]}, {'text': 'vaksingratis', 'indices': [204, 217]}, {'text': 'vaksinaman', 'indices': [218, 229]}, {'text': 'vaksindatangtetapjaga3m', 'indices': [230, 254]}]",103
Yurner0477,With Practice Comes Strength !,,5,60,12/13/2009 5:30,12/19/2020 8:34,0,"Presiden Jokowi telah menetapkan vaksin gratis untuk seluruh rakyat.

Presiden siap menjadi orang pertama yang divaksin, untuk membuktikan vaksin aman .

#vaksinuntukkita #vaksingratisuntukrakyat #jokowi #vaksingratis #vaksinaman #vaksindatangtetapjaga3m https://t.co/y2qGH64hNu https://t.co/KhzkxTWXOV","[{'text': 'vaksinuntukkita', 'indices': [154, 170]}, {'text': 'vaksingratisuntukrakyat', 'indices': [171, 195]}, {'text': 'jokowi', 'indices': [196, 203]}, {'text': 'vaksingratis', 'indices': [204, 217]}, {'text': 'vaksinaman', 'indices': [218, 229]}, {'text': 'vaksindatangtetapjaga3m', 'indices': [230, 254]}]",103
kominfokaltim,"Informasi Update Pemerintah Provinsi Kalimantan Timur, Dinas Kominfo Kaltim, Teknologi, Telekomunikasi, dan Perkembangan IT.",Basuki rahmat no 41 Samarinda,60,1880,3/7/2014 3:14,12/19/2020 8:33,0,"Kendati Pemerintah Pusat belum memberikan kepastian berapa jumlah vaksin yang akan diterima, Wagub Kaltim Hadi Mulyadi telah menyatakan kesiapannya menjadi orang pertama yang akan divaksin di Kaltim.

#vaksincovid19 
#VaksinUntukKita 
#vaksinkaltim https://t.co/aFmssuNxHf","[{'text': 'vaksincovid19', 'indices': [201, 215]}, {'text': 'VaksinUntukKita', 'indices': [217, 233]}, {'text': 'vaksinkaltim', 'indices': [235, 248]}]",997
Yurner0477,With Practice Comes Strength !,,5,60,12/13/2009 5:30,12/19/2020 8:33,0,"Presiden Jokowi telah menetapkan vaksin gratis untuk seluruh rakyat.

Tetap Jaga 3M dan pakai masker .

#vaksinuntukkita #vaksingratisuntukrakyat #jokowi #vaksingratis #vaksinaman #vaksindatangtetapjaga3mm https://t.co/vG0mLDPPQm","[{'text': 'vaksinuntukkita', 'indices': [104, 120]}, {'text': 'vaksingratisuntukrakyat', 'indices': [121, 145]}, {'text': 'jokowi', 'indices': [146, 153]}, {'text': 'vaksingratis', 'indices': [154, 167]}, {'text': 'vaksinaman', 'indices': [168, 179]}, {'text': 'vaksindatangtetapjaga3mm', 'indices': [180, 205]}]",103
Yurner0477,With Practice Comes Strength !,,5,60,12/13/2009 5:30,12/19/2020 8:33,0,"Presiden Jokowi telah menetapkan vaksin gratis untuk seluruh rakyat.

Tetap Jaga 3M dan pakai masker .

#vaksinuntukkita #vaksingratisuntukrakyat #jokowi #vaksingratis #vaksinaman #vaksindatangtetapjaga3mm https://t.co/9jT0NjdQKI","[{'text': 'vaksinuntukkita', 'indices': [104, 120]}, {'text': 'vaksingratisuntukrakyat', 'indices': [121, 145]}, {'text': 'jokowi', 'indices': [146, 153]}, {'text': 'vaksingratis', 'indices': [154, 167]}, {'text': 'vaksinaman', 'indices': [168, 179]}, {'text': 'vaksindatangtetapjaga3mm', 'indices': [180, 205]}]",103
Yurner0477,With Practice Comes Strength !,,5,60,12/13/2009 5:30,12/19/2020 8:33,0,"Presiden Jokowi telah menetapkan vaksin gratis untuk seluruh rakyat.

Tetap Jaga 3M dan pakai masker .

#vaksinuntukkita #vaksingratisuntukrakyat #jokowi #vaksingratis #vaksinaman #vaksindatangtetapjaga3mm https://t.co/9SQCqsYj5O","[{'text': 'vaksinuntukkita', 'indices': [104, 120]}, {'text': 'vaksingratisuntukrakyat', 'indices': [121, 145]}, {'text': 'jokowi', 'indices': [146, 153]}, {'text': 'vaksingratis', 'indices': [154, 167]}, {'text': 'vaksinaman', 'indices': [168, 179]}, {'text': 'vaksindatangtetapjaga3mm', 'indices': [180, 205]}]",103
Yurner0477,With Practice Comes Strength !,,5,60,12/13/2009 5:30,12/19/2020 8:32,0,"Presiden Jokowi telah menetapkan vaksin gratis untuk seluruh rakyat.

Tidak ada alasan menolak vaksin, karena keamananya dijamin .

#vaksinuntukkita #vaksingratisuntukrakyat #jokowi #vaksingratis #vaksinaman #vaksindatangtetapjaga3m https://t.co/QZqFR3WRIy","[{'text': 'vaksinuntukkita', 'indices': [132, 148]}, {'text': 'vaksingratisuntukrakyat', 'indices': [149, 173]}, {'text': 'jokowi', 'indices': [174, 181]}, {'text': 'vaksingratis', 'indices': [182, 195]}, {'text': 'vaksinaman', 'indices': [196, 207]}, {'text': 'vaksindatangtetapjaga3m', 'indices': [208, 232]}]",103
Yurner0477,With Practice Comes Strength !,,5,60,12/13/2009 5:30,12/19/2020 8:32,0,"Presiden Jokowi telah menetapkan vaksin gratis untuk seluruh rakyat.

Tidak ada alasan menolak vaksin, karena keamananya dijamin .

#vaksinuntukkita #vaksingratisuntukrakyat #jokowi #vaksingratis #vaksinaman #vaksindatangtetapjaga3m https://t.co/7z37q8gJmL","[{'text': 'vaksinuntukkita', 'indices': [132, 148]}, {'text': 'vaksingratisuntukrakyat', 'indices': [149, 173]}, {'text': 'jokowi', 'indices': [174, 181]}, {'text': 'vaksingratis', 'indices': [182, 195]}, {'text': 'vaksinaman', 'indices': [196, 207]}, {'text': 'vaksindatangtetapjaga3m', 'indices': [208, 232]}]",103
RakyatMerdeka99,Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/0ulMBMELYr| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/wLwCDX4qmy,"Graha Pena, Kebayoran Lama 12",201,35689,3/22/2016 13:54,12/19/2020 8:27,0,"FDA Terbitkan Izin Penggunaan Darurat Untuk Vaksin Moderna, AS Makin Pede

#FDA #terbitkanizin #penggunaandarurat #VaksinModerna #vaksincovid19 #kabargembira #RakyatMerdeka #RMCoid https://t.co/qrbbyo7vCV","[{'text': 'FDA', 'indices': [75, 79]}, {'text': 'terbitkanizin', 'indices': [80, 94]}, {'text': 'penggunaandarurat', 'indices': [95, 113]}, {'text': 'VaksinModerna', 'indices': [114, 128]}, {'text': 'vaksincovid19', 'indices': [129, 143]}, {'text': 'kabargembira', 'indices': [144, 157]}, {'text': 'RakyatMerdeka', 'indices': [158, 172]}, {'text': 'RMCoid', 'indices': [173, 180]}]",1565
JNEWS_Online,Portal berita seputar JNE yang terupdate,,28,226,9/7/2020 9:25,12/19/2020 8:24,1,"Para pengusaha UMKM berharap adanya...

#JNE #ConnectingHappiness #JNEWSOnline #30TahunBahagiaBersama #UMKM #vaksincovid19 

Yuk check berita lainnya di https://t.co/ISFyvItQfX
Dapat juga follow twitternya https://t.co/xucCWPOab2
Instagram di jnewsonline

https://t.co/Yccr42KIqA","[{'text': 'JNE', 'indices': [40, 44]}, {'text': 'ConnectingHappiness', 'indices': [45, 65]}, {'text': 'JNEWSOnline', 'indices': [66, 78]}, {'text': '30TahunBahagiaBersama', 'indices': [79, 101]}, {'text': 'UMKM', 'indices': [102, 107]}, {'text': 'vaksincovid19', 'indices': [108, 122]}]",996
RMOLOfficial,Didesain untuk menjaga Indonesia. Kantor Berita Politik Republik Merdeka (RMOL) telah diverifikasi Dewan Pers (Sertifikat No. 444/DP-Verifikasi/K/XI/2019),"Jakarta Pusat, DKI Jakarta",198,182712,4/6/2014 13:08,12/19/2020 8:20,2,"Belum Ada Vaksin Covid-19 Yang Lulus Uji Klinis Fase 3, Tapi Bisa Digunakan Jika... https://t.co/HNekJ55I0e #VaksinUntukKita","[{'text': 'VaksinUntukKita', 'indices': [108, 124]}]",135273
Hewonmak,♥My_Nth,Banjarmasin,185,3173,12/9/2009 1:12,12/19/2020 8:07,0,"Jangankan liburan, lebaran aja di skip taun ini 😲😆
#VaksinUntukKita 
#jagajarak 
#protokolkesehatan","[{'text': 'VaksinUntukKita', 'indices': [51, 67]}, {'text': 'jagajarak', 'indices': [69, 79]}, {'text': 'protokolkesehatan', 'indices': [81, 99]}]",192
ulinnugroho,,,57,925,8/10/2011 3:57,12/19/2020 8:04,66,"Lihat berita hari ini dari CNN Indonesia, Amerika Serikat berencana akan melakukan vaksinasi di minggu ke dua. Kita sama-sama doain semoga lancar ya prosesnya. 
#VaksinUntukKita https://t.co/EoxKydBKaN",[],234
arifsetia2013d,"If Human Was Meant For The World, GOD Wont Let Us Die!/Kalau Dunia Dijadikan Untuk Manusia, Tuhan Takkan Matikan Kita!",Kuala Lumpur Federal Territory,6419,387950,2/13/2017 3:00,12/19/2020 7:55,1,"#Vaksin #MadeinChina x berkesan ke? Pasal pekerja mrk di luar negara tested positive #CCPVirus, w/pun dh disuntik.  @H2OComms @arifsetia2013d @scarecrow1113 

Jom sebarkan biar semua tau! #KitaJagaKita #COVID19Malaysia

https://t.co/GnOI93e64y","[{'text': 'Vaksin', 'indices': [18, 25]}, {'text': 'MadeinChina', 'indices': [26, 38]}, {'text': 'CCPVirus', 'indices': [103, 112]}]",6268
JulieAisyah2,"Suka ketawa, mencari kawan baru, bertukar pendapat https://t.co/3EKKHTW6OB",,1116,819,5/6/2020 20:08,12/19/2020 7:55,1,"#Vaksin #MadeinChina x berkesan ke? Pasal pekerja mrk di luar negara tested positive #CCPVirus, w/pun dh disuntik.  @H2OComms @arifsetia2013d @scarecrow1113 

Jom sebarkan biar semua tau! #KitaJagaKita #COVID19Malaysia

https://t.co/GnOI93e64y","[{'text': 'Vaksin', 'indices': [0, 7]}, {'text': 'MadeinChina', 'indices': [8, 20]}, {'text': 'CCPVirus', 'indices': [85, 94]}, {'text': 'KitaJagaKita', 'indices': [188, 201]}, {'text': 'COVID19Malaysia', 'indices': [202, 218]}]",375
RMOLOfficial,Didesain untuk menjaga Indonesia. Kantor Berita Politik Republik Merdeka (RMOL) telah diverifikasi Dewan Pers (Sertifikat No. 444/DP-Verifikasi/K/XI/2019),"Jakarta Pusat, DKI Jakarta",198,182712,4/6/2014 13:08,12/19/2020 7:54,1,"Yakinkan Warga Amerika, Wapres AS Mike Pence Beserta Istri Disuntik Vaksin Covid-19 Live Di Televisi https://t.co/lQOrShbbK8 #VaksinUntukKita","[{'text': 'VaksinUntukKita', 'indices': [125, 141]}]",135273
JulianaAisyahM1,"An introvert  who loves solo-tvl, outdoor adv, food; concerned w global news esp. in Malaysia & the Southeast Asia https://t.co/Fpgpq290Yp RT≠ endorsement",,1901,1898,12/4/2019 16:20,12/19/2020 7:45,0,"Haha..Kenapa ya? Bukan #China dulu ckp besar dia yg first siapkan #vaksin? Tak berkesan kot @FarisJamalFJ @skytulip2 @TruthAbtChina

Jom sebarkan utk semua tau! #KitaJagaKita #COVID19Malaysia

https://t.co/4q2VHtWD06","[{'text': 'China', 'indices': [23, 29]}, {'text': 'vaksin', 'indices': [66, 73]}, {'text': 'KitaJagaKita', 'indices': [161, 174]}, {'text': 'COVID19Malaysia', 'indices': [175, 191]}]",552
JapenBBaharu,PUSAT MAKLUMAT RAKYAT JABATAN PENERANGAN MALAYSIA PEJABAT PENERANGAN DAERAH BANDAR BAHARU (TEPAT DAN BERINFORMASI),"Bandar Baharu, Kedah",151,317,12/3/2020 7:06,12/19/2020 7:41,59,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",29
IndustriDunia,"News, Trade, And Community
Big data dan digital database, riset pasar, market outlook, kirim inquiry ke email: andry.dry@gmail.com",,5005,11887,10/10/2019 3:14,12/19/2020 7:34,3,"Jelang Akhir Tahun 2020, Startup Big Data Gelar Big Promo Big Diskon https://t.co/9MmjG9AY1k #214Database #DigitalDatabase #BigData #DataResearch #12156DirektoriPerusahaan #kewarungdapatmasker #COVID19 #vaksinuntukkita #DigitalMarketing https://t.co/VqKoV1GkJN","[{'text': '214Database', 'indices': [112, 124]}]",1014
IndustriDunia,"News, Trade, And Community
Big data dan digital database, riset pasar, market outlook, kirim inquiry ke email: andry.dry@gmail.com",,5005,11887,10/10/2019 3:14,12/19/2020 7:34,2,Promo Diskon Akhir Tahun 2020 dari Startup Big Data https://t.co/dmwj11fGgX  #214Database #DigitalDatabase #BigData #DataResearch #12156DirektoriPerusahaan #kewarungdapatmasker #COVID19 #vaksinuntukkita https://t.co/YYFyQ8TNjX,"[{'text': '214Database', 'indices': [96, 108]}, {'text': 'DigitalDatabase', 'indices': [109, 125]}, {'text': 'BigData', 'indices': [126, 134]}]",1014
MINDABUKU,,SIBU SARAWAK MALAYSIA,606,4778,5/1/2012 13:48,12/19/2020 7:30,3,"@JPenerangan RT @JPenerangan: COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan
#sodiakroks  https://t.co/Tpd4nF29nq",[],629
MINDABUKU,,SIBU SARAWAK MALAYSIA,606,4778,5/1/2012 13:48,12/19/2020 7:30,59,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",629
nadheeee1,,,7,29,12/17/2020 8:42,12/19/2020 7:21,59,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",0
JPcheehou,,,4,32659,3/11/2017 21:01,12/19/2020 7:14,59,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",40
SelviaAjeng2,merantau di negeri orang..🤗,,6,19,9/6/2020 12:32,12/19/2020 7:11,0,"Nah buat yg belum tau, Vaksin Covid-19 100% Gratis.. #VaksinGratis #VaksinAman https://t.co/tAEwFX42q5","[{'text': 'VaksinGratis', 'indices': [53, 66]}, {'text': 'VaksinAman', 'indices': [67, 78]}]",16
GEanalyst,"World Politics, Election Analyst, will not support Bad Government or corruption in Any part of d world. Support People's Rights. BORN AGAIN TO SERVE THE PEOPLE."," USA, London, Asia.",5002,422808,12/2/2011 2:13,12/19/2020 7:07,2,"Masuk akal tak? Klu bayar rasuah utk dipilih jadi pembekal #vaccine #COVID19Malaysia #CCPVirus boleh jamin ke kesahihan #vaksin tu? 

@H2OComms @arifsetia2013d @scarecrow1113 @TheRealChinaBot #KitaJagaKita

https://t.co/VrK86Sp9nG","[{'text': 'vaccine', 'indices': [77, 85]}, {'text': 'COVID19Malaysia', 'indices': [86, 102]}, {'text': 'CCPVirus', 'indices': [103, 112]}]",4033
emshidiq,💻 Typists — 🔴 Reds #YNWA — 🤝 Sociable,"Jakarta Capital Region, Indone",355,15489,9/25/2009 13:37,12/19/2020 7:07,0,"Wah gimana ini.. Dokter2 kok begini? Kalah dong sama netizen, netizen aja pinter2 masa dokter gini. 

Siap2 ditangkap dok, hati-hati #dirumahaja  🤣

#COVID19 #COVID #vaccine #COVIDIOTS #CovidVaccines #vaksincovid19 #VaksinUntukKita #vaksincorona https://t.co/HBoDOTRk0d","[{'text': 'dirumahaja', 'indices': [133, 144]}, {'text': 'COVID19', 'indices': [149, 157]}, {'text': 'COVID', 'indices': [158, 164]}, {'text': 'vaccine', 'indices': [165, 173]}, {'text': 'COVIDIOTS', 'indices': [174, 184]}, {'text': 'CovidVaccines', 'indices': [185, 199]}, {'text': 'vaksincovid19', 'indices': [200, 214]}, {'text': 'VaksinUntukKita', 'indices': [215, 231]}, {'text': 'vaksincorona', 'indices': [232, 245]}]",382
arifsetia2013d,"If Human Was Meant For The World, GOD Wont Let Us Die!/Kalau Dunia Dijadikan Untuk Manusia, Tuhan Takkan Matikan Kita!",Kuala Lumpur Federal Territory,6419,387950,2/13/2017 3:00,12/19/2020 7:06,2,"Masuk akal tak? Klu bayar rasuah utk dipilih jadi pembekal #vaccine #COVID19Malaysia #CCPVirus boleh jamin ke kesahihan #vaksin tu? 

@H2OComms @arifsetia2013d @scarecrow1113 @TheRealChinaBot #KitaJagaKita

https://t.co/VrK86Sp9nG","[{'text': 'vaccine', 'indices': [77, 85]}, {'text': 'COVID19Malaysia', 'indices': [86, 102]}, {'text': 'CCPVirus', 'indices': [103, 112]}]",6268
wenny2581,,,74,48292,5/13/2015 2:41,12/19/2020 7:05,59,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",199
JulieAisyah2,"Suka ketawa, mencari kawan baru, bertukar pendapat https://t.co/3EKKHTW6OB",,1116,819,5/6/2020 20:08,12/19/2020 7:05,2,"Masuk akal tak? Klu bayar rasuah utk dipilih jadi pembekal #vaccine #COVID19Malaysia #CCPVirus boleh jamin ke kesahihan #vaksin tu? 

@H2OComms @arifsetia2013d @scarecrow1113 @TheRealChinaBot #KitaJagaKita

https://t.co/VrK86Sp9nG","[{'text': 'vaccine', 'indices': [59, 67]}, {'text': 'COVID19Malaysia', 'indices': [68, 84]}, {'text': 'CCPVirus', 'indices': [85, 94]}, {'text': 'vaksin', 'indices': [120, 127]}, {'text': 'KitaJagaKita', 'indices': [192, 205]}]",375
ycalv1n,Menyuarakan yang pantas disuarakan .,Bogor,23,1213,8/18/2011 8:37,12/19/2020 7:01,0,"Vaksinasi telah ditetapkan akan dilakukan kepada seluruh masyarakat secara GRATIS!
Vaksin akan dijamin keamanan dan kemanjurannya, baru didistribusikan.

#vaksingratisutkrakyat #bersatulawancovid19 #3M #pakaimasker #jagajarak #vaksingratis #jokowigratiskanvaksin #vaksinuntukkita https://t.co/QgDYClJ7Me","[{'text': 'vaksingratisutkrakyat', 'indices': [154, 176]}, {'text': 'bersatulawancovid19', 'indices': [177, 197]}, {'text': '3M', 'indices': [198, 201]}, {'text': 'pakaimasker', 'indices': [202, 214]}, {'text': 'jagajarak', 'indices': [215, 225]}, {'text': 'vaksingratis', 'indices': [226, 239]}, {'text': 'jokowigratiskanvaksin', 'indices': [240, 262]}, {'text': 'vaksinuntukkita', 'indices': [263, 279]}]",367
ycalv1n,Menyuarakan yang pantas disuarakan .,Bogor,23,1213,8/18/2011 8:37,12/19/2020 7:00,0,"Vaksinasi telah ditetapkan akan dilakukan kepada seluruh masyarakat secara GRATIS!
Vaksin akan dijamin keamanan dan kemanjurannya, baru didistribusikan.

#vaksingratisutkrakyat #bersatulawancovid19 #3M #pakaimasker #jagajarak #vaksingratis #jokowigratiskanvaksin #vaksinuntukkita https://t.co/sLayPzQNNI","[{'text': 'vaksingratisutkrakyat', 'indices': [154, 176]}, {'text': 'bersatulawancovid19', 'indices': [177, 197]}, {'text': '3M', 'indices': [198, 201]}, {'text': 'pakaimasker', 'indices': [202, 214]}, {'text': 'jagajarak', 'indices': [215, 225]}, {'text': 'vaksingratis', 'indices': [226, 239]}, {'text': 'jokowigratiskanvaksin', 'indices': [240, 262]}, {'text': 'vaksinuntukkita', 'indices': [263, 279]}]",367
KrishnanInthran,Unemployed,,63,5163,12/30/2019 3:50,12/19/2020 6:57,59,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",34
Nining56519427,,,10,13,1/15/2020 7:33,12/19/2020 6:51,5,"#NawakNgalam, program vaksinisasi Covid-19 tidak lama lagi akan diterima oleh masyarakat. Terkait hal tersebut Presiden Republik Indonesia Joko Widodo gratiskan vaksin di Indonesia. Sedangkan orang yang pertama disuntik vaksin adalah Presiden Joko Widodo.

#vaksincovid #Covid19 https://t.co/2rytA3c1y0","[{'text': 'NawakNgalam', 'indices': [18, 30]}]",2
JapenPerlis,"Jabatan Penerangan Negeri Perlis, Tingkat Bawah, Bangunan Tun Haji Abdul Razak, 01000 Kangar, Perlis. Tel : 04-9761286 Fax : 04-9763740","Perlis, Malaysia",681,28961,1/15/2014 23:27,12/19/2020 6:37,59,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",1497
paizal28,,Malaysia,599,9870,7/30/2012 3:37,12/19/2020 6:34,59,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]",362
PotekantropusX,• Your Digital Partner •,"NKRI, Tanah Air Beta",2593,3846,12/10/2016 4:59,12/19/2020 6:18,0,Risma hingga Djarot Potensial Jadi Mensos Menurut Ketua DPP PDI-P https://t.co/cOTry5SfyB #pakaimasker #JagaJarak #cucitangan #IndonesiaSehat #jagakesehatan #BersamaLawanCorona #VaksinGratis #JokowiGratiskanVaksinCovid #dirumahaja #cucitanganpakaisabun #malamminggu #SabtuRebahan,"[{'text': 'pakaimasker', 'indices': [90, 102]}, {'text': 'JagaJarak', 'indices': [103, 113]}, {'text': 'cucitangan', 'indices': [114, 125]}, {'text': 'IndonesiaSehat', 'indices': [126, 141]}, {'text': 'jagakesehatan', 'indices': [142, 156]}, {'text': 'BersamaLawanCorona', 'indices': [157, 176]}, {'text': 'VaksinGratis', 'indices': [177, 190]}, {'text': 'JokowiGratiskanVaksinCovid', 'indices': [191, 218]}, {'text': 'dirumahaja', 'indices': [219, 230]}, {'text': 'cucitanganpakaisabun', 'indices': [231, 252]}, {'text': 'malamminggu', 'indices': [253, 265]}, {'text': 'SabtuRebahan', 'indices': [266, 279]}]",2527
