username,tweetcreatedts,text,tweet_clean,tweet_english
rakagalih999,11/5/2009 6:30,"Setelah penantian yang begitu panjang, akhirnya secara bertahap vaksin Covid-19 yang udah kita tunggu-tunggu datang juga nih! 
#VaksinUntukKita https://t.co/guUR42nvgY","Setelah penantian yang begitu panjang, akhirnya secara bertahap vaksin Covid-19 yang udah kita tunggu-tunggu datang juga nih! #VaksinUntukKita","After such a long wait, finally the Covid-19 vaccine that we have been waiting for has arrived! #VaccinesFor Us "
dppknpiofficial,5/29/2019 7:31,"Terimakasih Abang @fadjroeL yang sudah menyempatkan Waktunya hampir 2 Jam lebih bersama Kawan2 KNPI.

Semoga sehat selalu Bang..

@harisknpi 
@jacksonkumaat 

#KNPI 
#DPPKNPI 
#VAKSINCOVID19 
#FADJROELRACHMAN 
#ENERGYOFHARMONY https://t.co/1kWTUXYadB",Terimakasih Abang @fadjroeL yang sudah menyempatkan Waktunya hampir 2 Jam lebih bersama Kawan2 KNPI. Semoga sehat selalu Bang.. @harisknpi @jacksonkumaat #KNPI #DPPKNPI #VAKSINCOVID19 #FADJROELRACHMAN #ENERGYOFHARMONY,Thank you Brother @fadjroeL for spending almost 2 hours with KNPI friends. Good luck always Bang .. @harisknpi @jacksonkumaat #KNPI #DPPKNPI # VAKSINCOVID19 #FADJROELRACHMAN #ENERGYOFHARMONY 
paradeid_,7/8/2020 7:20,"Khawatir Salah Beli Vaksin, Ahli Diminta Bicara

https://t.co/VdjT1tvATx

#Nasional #Politik #Kesehatan #Covid_19 #Vaksin #Sinovac","Khawatir Salah Beli Vaksin, Ahli Diminta Bicara #Nasional #Politik #Kesehatan #Covid_19 #Vaksin #Sinovac","Worried that the Wrong Purchase of Vaccines, Experts Asked to Talk #National #Politik #Health # Covid_19 #Vaccine #Sinovac "
paradeid_,7/8/2020 7:20,"Alhamdulillah Vaksin Diberikan Gratis

https://t.co/UTMkb5qjtF

#Nasional #Kesehatan #Vaksin #Covid_19 #Politik",Alhamdulillah Vaksin Diberikan Gratis #Nasional #Kesehatan #Vaksin #Covid_19 #Politik,Alhamdulillah Free Vaccines #National #Health #Vaccines # Covid_19 #Politik 
Genpi_Co,2/23/2018 10:31,"Presiden Jokowi mengajak seluruh masyarakat untuk ikut sukseskan program vaksinasi covid-19.
.
@jokowi 

#genpico #vaksincovid19 https://t.co/I1BQN1HpQl",Presiden Jokowi mengajak seluruh masyarakat untuk ikut sukseskan program vaksinasi covid-19. . @jokowi #genpico #vaksincovid19,President Jokowi invites all people to participate in the success of the covid-19 vaccination program. . @jokowi #genpico #aksincovid19 
segfhyaaa,9/23/2012 12:41,"Lihat berita hari ini dari CNN Indonesia, Amerika Serikat berencana akan melakukan vaksinasi di minggu ke dua. Kita sama-sama doain semoga lancar ya prosesnya. 
#VaksinUntukKita https://t.co/EoxKydBKaN","Lihat berita hari ini dari CNN Indonesia, Amerika Serikat berencana akan melakukan vaksinasi di minggu ke dua. Kita sama-sama doain semoga lancar ya prosesnya. #VaksinUntukKita","See today's news from CNN Indonesia, the United States plans to vaccinate in the second week. We both pray that the process will run smoothly. #VaccinesFor Us "
RakyatMerdeka99,3/22/2016 13:54,"Legenda Beatles Nyicip Disuntik Vaksin Covid-19

#LegendaBeatles #PaulMcCartney #kesempatanpertama #suntik #vaksincovid19 #vaksinasi #TheSun #RakyatMerdeka #RMCoid https://t.co/i2niPCHyqo",Legenda Beatles Nyicip Disuntik Vaksin Covid-19 #LegendaBeatles #PaulMcCartney #kesempatanpertama #suntik #vaksincovid19 #vaksinasi #TheSun #RakyatMerdeka #RMCoid,Legends of Beatles Tasting Injected Covid-19 Vaccine #LegendaBeatles #PaulMcCartney #first opportunity #inject #vaksincovid19 #vaccination #TheSun #RakyatMerdeka #RMCoid 
jonhwahid1,8/30/2016 15:33,"Tolong dibaca, dipahami, dan dilaksanakan..❤🇮🇩 anak Indonesia sehaaaat, Indonesiaaaa Kuaaat👧🏿🧒 @BNPB_Indonesia @KemenkesRI @BPJSKesehatanRI #VaksinUntukKita #vaksingratisuntukrakyat #vaksingratis #VaksinCovid19 #vaksindatangtetapjaga3m #vaksin3mlawancorona #MenujuIndonesiaMaju https://t.co/1yxGi1aajp https://t.co/HyDCYOamSS","Tolong dibaca, dipahami, dan dilaksanakan.. anak Indonesia sehaaaat, Indonesiaaaa Kuaaat @BNPB_Indonesia @KemenkesRI @BPJSKesehatanRI #VaksinUntukKita #vaksingratisuntukrakyat #vaksingratis #VaksinCovid19 #vaksindatangtetapjaga3m #vaksin3mlawancorona #MenujuIndonesiaMaju","Please read, understand, and implement ... Indonesian children sehaaaat, Indonesiaaaa "
veraagustian_,3/17/2016 20:38,"Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis https://t.co/eSEH4Bbsbe","Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis","Alhamdulillah, the government has announced the Free Corona Vaccine to the Indonesian people. God willing, the national economy will recover again, the UMKM-UMKM will rise. We thank the government for this policy. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis "
Gerindra,10/25/2011 0:51,"Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis https://t.co/eSEH4Bbsbe","Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis","Alhamdulillah, the government has announced the Free Corona Vaccine to the Indonesian people. God willing, the national economy will recover again, the UMKM-UMKM will rise. We thank the government for this policy. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis "
JapenKulim,4/29/2019 7:05,"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 

Sayangi kesihatan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/VbLmW1fgOc",Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. Sayangi kesihatan kita! #KomunikasiKita #VaksinCOVID19 #JabatanPenerangan,Do not stop immunization as the disease may increase again. Love our health! #KomunikasiKita # VaksinCOVID19 #JabatanPenerangan 
sarasroyal,7/17/2014 3:40,"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 

Sayangi kesihatan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/VbLmW1fgOc",Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. Sayangi kesihatan kita! #KomunikasiKita #VaksinCOVID19 #JabatanPenerangan,Do not stop immunization as the disease may increase again. Love our health! #KomunikasiKita # VaksinCOVID19 #JabatanPenerangan 
nurmannawi,4/13/2018 1:25,"Tidak ada kata lelah bagi mereka untuk melawan Covid-19 di Wisma Atlet. Sekarang, sudah saatnya kita semua #KembaliBersatu melawan pandemi ini dengan sama-sama disiplin menerapkan protokol 3M. 
#VaksinUntukKita https://t.co/DwTKPuVdeF","Tidak ada kata lelah bagi mereka untuk melawan Covid-19 di Wisma Atlet. Sekarang, sudah saatnya kita semua #KembaliBersatu melawan pandemi ini dengan sama-sama disiplin menerapkan protokol 3M. #VaksinUntukKita","There are no tired words for them to fight Covid-19 at the Athlete's House. Now, it is time for all of us to #BackBone against this pandemic by equally disciplined applying the 3M protocol. #VaccinesFor Us "
iyankhgc,6/14/2010 14:03,Benarkah kita bisa dipidana bila menolak divaksin COVID-19? 😰😰😱 #Pidana #Vaksin #COVID19 #KlinikHukumOnline #HukumOnline #BikinMelekHukum #BiarMakinPaham https://t.co/ifjPoqTtyN,Benarkah kita bisa dipidana bila menolak divaksin COVID-19? #Pidana #Vaksin #COVID19 #KlinikHukumOnline #HukumOnline #BikinMelekHukum #BiarMakinPaham,Is it true that we can be convicted if we refuse to be vaccinated against COVID-19? #Criminal #Vaccine # COVID19 #KlinikHukumOnline #HukumOnline #BikinMelekHukum #BiarMakinPaham 
Masdjodi1,12/3/2018 13:44,"Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis https://t.co/eSEH4Bbsbe","Alhamdulillah pemerintah telah mengumumkan Vaksin Corona Gratis kepada Masyarakat Indonesia. Insya Allah Ekonomi nasional pulih kembali, UMKM-UMKM akan bangkit. Kami berterima kasih kepada pemerintah atas kebijakan tersebut. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis","Alhamdulillah, the government has announced the Free Corona Vaccine to the Indonesian people. God willing, the national economy will recover again, the UMKM-UMKM will rise. We thank the government for this policy. #AndreRosiade #GerindraMelayaniMasyarakat #VaksinGratis "
pakoebuwono,1/20/2020 14:31,Benarkah kita bisa dipidana bila menolak divaksin COVID-19? 😰😰😱 #Pidana #Vaksin #COVID19 #KlinikHukumOnline #HukumOnline #BikinMelekHukum #BiarMakinPaham https://t.co/ifjPoqTtyN,Benarkah kita bisa dipidana bila menolak divaksin COVID-19? #Pidana #Vaksin #COVID19 #KlinikHukumOnline #HukumOnline #BikinMelekHukum #BiarMakinPaham,Is it true that we can be convicted if we refuse to be vaccinated against COVID-19? #Criminal #Vaccine # COVID19 #KlinikHukumOnline #HukumOnline #BikinMelekHukum #BiarMakinPaham 
_iwanrakitta_,8/16/2012 9:34,"@jokowi China beli Pfizer, Kita malah beli Sinovac. 🤦‍♂️
Belajarlah sampai ke Negeri China...

#VaksinCovid19 https://t.co/v7nkGgCIvl","@jokowi China beli Pfizer, Kita malah beli Sinovac. Belajarlah sampai ke Negeri China... #VaksinCovid19","@jokowi China bought Pfizer, We bought Sinovac instead. Learn to China ... # VaksinCovid19 "
tsetiady,8/20/2009 10:29,"Kabar gembira nih, gaes! Vaksin Covid-19 bakal diberikan gratis, gak pake syarat apa punt. Jadi buat masyarakat yang terdaftar maupun yang tidak terdaftar di BPJS Kesehatan bakal dikasih vaksinnya nih. 

#VaksinUntukKita https://t.co/69ug5JNBi6","Kabar gembira nih, gaes! Vaksin Covid-19 bakal diberikan gratis, gak pake syarat apa punt. Jadi buat masyarakat yang terdaftar maupun yang tidak terdaftar di BPJS Kesehatan bakal dikasih vaksinnya nih. #VaksinUntukKita","Good news, guys! The Covid-19 vaccine will be given free of charge, no conditions. So for people who are registered or not registered at BPJS Health, they will be given the vaccine. #VaccinesFor Us "
alif_dz08,6/29/2016 9:58,"Kabar gembira nih, gaes! Vaksin Covid-19 bakal diberikan gratis, gak pake syarat apa punt. Jadi buat masyarakat yang terdaftar maupun yang tidak terdaftar di BPJS Kesehatan bakal dikasih vaksinnya nih. 

#VaksinUntukKita https://t.co/69ug5JNBi6","Kabar gembira nih, gaes! Vaksin Covid-19 bakal diberikan gratis, gak pake syarat apa punt. Jadi buat masyarakat yang terdaftar maupun yang tidak terdaftar di BPJS Kesehatan bakal dikasih vaksinnya nih. #VaksinUntukKita","Good news, guys! The Covid-19 vaccine will be given free of charge, no conditions. So for people who are registered or not registered at BPJS Health, they will be given the vaccine. #VaccinesFor Us "
klinikhukum,10/9/2009 9:03,Benarkah kita bisa dipidana bila menolak divaksin COVID-19? 😰😰😱 #Pidana #Vaksin #COVID19 #KlinikHukumOnline #HukumOnline #BikinMelekHukum #BiarMakinPaham https://t.co/ifjPoqTtyN,Benarkah kita bisa dipidana bila menolak divaksin COVID-19? #Pidana #Vaksin #COVID19 #KlinikHukumOnline #HukumOnline #BikinMelekHukum #BiarMakinPaham,Is it true that we can be convicted if we refuse to be vaccinated against COVID-19? #Criminal #Vaccine # COVID19 #KlinikHukumOnline #HukumOnline #BikinMelekHukum #BiarMakinPaham 
alumni212id,9/16/2019 4:32,"Jokowi: Jangan Khawatir Soal Kehalalan Vaksin

https://t.co/IwSDtSNuGu

#VaksinCovid19",Jokowi: Jangan Khawatir Soal Kehalalan Vaksin #VaksinCovid19,Jokowi: Don't Worry About the Halal Vaccine # VaksinCovid19 
tarbawianet,9/16/2019 4:11,"Jokowi: Jangan Khawatir Soal Kehalalan Vaksin

https://t.co/IwSDtSNuGu

#VaksinCovid19",Jokowi: Jangan Khawatir Soal Kehalalan Vaksin #VaksinCovid19,Jokowi: Don't Worry About the Halal Vaccine # VaksinCovid19 
WajadaNet,9/16/2019 6:09,"Jokowi: Jangan Khawatir Soal Kehalalan Vaksin

https://t.co/IwSDtSNuGu

#VaksinCovid19",Jokowi: Jangan Khawatir Soal Kehalalan Vaksin #VaksinCovid19,Jokowi: Don't Worry About the Halal Vaccine # VaksinCovid19 
FimadaniNet,9/16/2019 5:46,"Jokowi: Jangan Khawatir Soal Kehalalan Vaksin

https://t.co/IwSDtSNuGu

#VaksinCovid19",Jokowi: Jangan Khawatir Soal Kehalalan Vaksin #VaksinCovid19,Jokowi: Don't Worry About the Halal Vaccine # VaksinCovid19 
tarbiyahnet,5/27/2016 2:07,"Jokowi: Jangan Khawatir Soal Kehalalan Vaksin

https://t.co/IwSDtSNuGu

#VaksinCovid19",Jokowi: Jangan Khawatir Soal Kehalalan Vaksin #VaksinCovid19,Jokowi: Don't Worry About the Halal Vaccine # VaksinCovid19 
serambinews,8/11/2009 5:27,"#VaksinCovid19
#Jokowi

Presiden Joko Widodo meminta masyarakat tak khawatir soal kehalalan vaksin Covid-19.

Sebab, pemerintah telah melibatkan Majelis Ulama Indonesia (MUI) dan Kementerian Agama untuk memastikan kehalalan vaksin.

https://t.co/FajvAekiPe","#VaksinCovid19 #Jokowi Presiden Joko Widodo meminta masyarakat tak khawatir soal kehalalan vaksin Covid-19. Sebab, pemerintah telah melibatkan Majelis Ulama Indonesia (MUI) dan Kementerian Agama untuk memastikan kehalalan vaksin.",# VaksinCovid19 #Jokowi President Joko Widodo asked the public not to worry about the halalness of the Covid-19 vaccine. This is because the government has involved the Indonesian Ulema Council (MUI) and the Ministry of Religion to ensure the halal vaccine. 
neillarsz,1/29/2014 1:02,"Walaupun vaksin sudah datang kita harus tetap budayakan cuci tangan, pakai masker, jaga jarak &amp; pastikan suhu tubuh Kamu nggak lebih dari 37,5C
dan tentunya #BantuKamiJagaKamu dengan gunakan aplikasi Teman Sehat di ponsel pintar kamu!

#TemanSehat #Sinovac #vaksin  #infocovid19","Walaupun vaksin sudah datang kita harus tetap budayakan cuci tangan, pakai masker, jaga jarak &amp; pastikan suhu tubuh Kamu nggak lebih dari 37,5C dan tentunya #BantuKamiJagaKamu dengan gunakan aplikasi Teman Sehat di ponsel pintar kamu! #TemanSehat #Sinovac #vaksin #infocovid19","Even though the vaccine has arrived, we must still practice hand washing, wearing a mask, keeping your distance & amp; make sure your body temperature is not more than 37.5C and of course #BantuKamiJagaKamu by using the Healthy Friends application on your smartphone! #TemanSehat #Sinovac #vaccine # infocovid19 "
widiafitrianast,7/18/2012 7:59,"Tidak ada kata lelah bagi mereka untuk melawan Covid-19 di Wisma Atlet. Sekarang, sudah saatnya kita semua #KembaliBersatu melawan pandemi ini dengan sama-sama disiplin menerapkan protokol 3M. 
#VaksinUntukKita https://t.co/DwTKPuVdeF","Tidak ada kata lelah bagi mereka untuk melawan Covid-19 di Wisma Atlet. Sekarang, sudah saatnya kita semua #KembaliBersatu melawan pandemi ini dengan sama-sama disiplin menerapkan protokol 3M. #VaksinUntukKita","There are no tired words for them to fight Covid-19 at the Athlete's House. Now, it is time for all of us to #BackBone against this pandemic by equally disciplined applying the 3M protocol. #VaccinesFor Us "
SingitArjuna,7/16/2013 4:49,"Bukan Gratis, Tapi Keberhasilan Vaksin yang Bisa Dorong Ekonomi. Info selengkapnya cek https://t.co/lBRMjNd3TR. #Kadin #KadinuntukIndonesia #KadinIndonesia #Vaksin #vaksingratisuntukrakyat https://t.co/HoefptrA8D","Bukan Gratis, Tapi Keberhasilan Vaksin yang Bisa Dorong Ekonomi. Info selengkapnya cek . #Kadin #KadinuntukIndonesia #KadinIndonesia #Vaksin #vaksingratisuntukrakyat","Not Free, But Vaccines That Can Boost The Economy. More info check. #Kadin #KadinuntukIndonesia #KadinIndonesia #Vaccine #vaksingratisuntukrakyat "
tribunkaltim,1/10/2010 11:53,"SIMAK! Penjelasan Jokowi Soal Halal dan Tidak Halal Vaksin Covid-19, Minta Masyarakat Tak Khawatir
 
https://t.co/bWxLjYh8B7 via @tribunkaltim 

#Jokowi #Vaksin #Covid19 #Corona #VaksinHalal #TribunKaltim","SIMAK! Penjelasan Jokowi Soal Halal dan Tidak Halal Vaksin Covid-19, Minta Masyarakat Tak Khawatir via @tribunkaltim #Jokowi #Vaksin #Covid19 #Corona #VaksinHalal #TribunKaltim","Listen! Jokowi's explanation about the halal and non-halal issues of the Covid-19 vaccine, asks the public not to worry via @tribunkaltim #Jokowi #Vaksin # Covid19 #Corona #VaksinHalal #TribunKaltim "
bukansandall,8/24/2018 16:20,"Pas udah ada vaksin emang rasanya lebih terlindungi, tapi perlu diingat kalau ini bukan akhir dari pandemi yaa. Kita tetep harus jaga protokol biar bisa keluar dari pandemi. 
#VaksinUntukKita https://t.co/vTXDnyOvFa","Pas udah ada vaksin emang rasanya lebih terlindungi, tapi perlu diingat kalau ini bukan akhir dari pandemi yaa. Kita tetep harus jaga protokol biar bisa keluar dari pandemi. #VaksinUntukKita","When there is a vaccine it feels more protected, but keep in mind that this is not the end of a pandemic. We still have to maintain the protocol so we can get out of the pandemic. #VaccinesFor Us "
sidhila,12/9/2010 10:22,"Penemuan Vaksin Corona, dan Kisah Pasangan Ilmuwan https://t.co/B5XboXjAlm

#pasangan #pernikahan #kesalingan #kemaslahatan #vaksin #covid19 #intelektual #spiritual #samawa #ilmuwan #mubadalahid","Penemuan Vaksin Corona, dan Kisah Pasangan Ilmuwan #pasangan #pernikahan #kesalingan #kemaslahatan #vaksin #covid19 #intelektual #spiritual #samawa #ilmuwan #mubadalahid","Discovery of the Corona Vaccine, and the Story of a Couple of Scientists "
